Layer,EntityType,GeometryType,VertexIndex,VertexCount,X,Y,Z,CoordinateSystem,IsClosed,Length_m,Area_sqm,Radius,Bulge,Rotation,Color,Notes,SourceFile,SourceFolder
M1200,LWPOLYLINE,Polygon,5,7,226403.976,723831.978,0,IG05/12,Yes,101.68,610.56,,0,,BYLAYER,,12561-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,7,226400.67,723844.65,0,IG05/12,Yes,101.68,610.56,,0,,BYLAYER,,12561-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,4,233505.921,719530.168,19.25,IG05/12,Yes,89.406,499.34,,0,,BYLAYER,,12623-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,4,233483.46,719525.954,19.25,IG05/12,Yes,89.406,499.34,,0,,BYLAYER,,12623-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,4,233487.489,719504.479,19.25,IG05/12,Yes,89.406,499.34,,0,,BYLAYER,,12623-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,4,233509.95,719508.693,19.25,IG05/12,Yes,89.406,499.34,,0,,BYLAYER,,12623-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,30,228397.439,724258.772,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,30,228400.496,724256.864,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,30,228403.301,724254.604,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,30,228405.814,724252.025,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,30,228408,724249.163,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,30,228409.822,724246.071,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,30,228411.271,724242.757,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,30,228414.765,724233.057,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,30,228417.901,724223.223,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,30,228420.669,724213.279,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,10,30,228423.064,724203.251,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,11,30,228363.564,724191.994,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,12,30,228356.205,724223.931,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,13,30,228354.766,724230.174,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,14,30,228352.087,724241.075,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,15,30,228351.773,724243.967,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,16,30,228352.022,724246.863,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,17,30,228352.83,724249.668,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,18,30,228354.154,724252.244,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,19,30,228355.966,724254.505,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,20,30,228358.182,724256.378,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,21,30,228360.713,724257.787,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,22,30,228363.474,724258.685,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,23,30,228376.495,724261.599,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,24,30,228380.042,724262.156,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,25,30,228383.628,724262.299,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,26,30,228387.216,724262.026,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,27,30,228390.74,724261.34,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,28,30,228394.167,724260.25,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,29,30,228397.44,724258.772,0,IG05/12,Yes,231.967,3666.76,,0,,BYLAYER,,12630-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,17,210446.551,768611.167,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,17,210446.371,768605.24,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,17,210403.447,768606.567,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,17,210402.456,768571.524,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,17,210391.576,768561.281,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,17,210338.533,768562.913,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,17,210339.872,768606.912,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,17,210340.101,768614.409,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,17,210340.694,768633.899,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,17,210341.617,768664.199,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,10,17,210341.82,768670.863,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,11,17,210346.671,768670.717,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,12,17,210394.865,768669.266,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,13,17,210405.061,768658.422,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,14,17,210404.003,768623.647,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,15,17,210446.893,768622.378,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,16,17,210446.551,768611.167,0,IG05/12,Yes,416.812,7492.93,,0,,BYLAYER,,12662-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,25,224865.049,718007.734,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,25,224861.69,717992.13,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,25,224646.559,718039.56,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,25,224655.097,718079.621,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,25,224811.22,718045.072,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,25,224825.2,718062.561,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,25,224825.488,718062.384,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,25,224825.773,718062.202,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,25,224826.053,718062.013,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,25,224826.329,718061.818,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,10,25,224826.601,718061.616,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,11,25,224826.868,718061.409,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,12,25,224827.131,718061.196,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,13,25,224827.388,718060.977,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,14,25,224827.641,718060.753,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,15,25,224827.889,718060.523,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,16,25,224828.131,718060.287,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,17,25,224828.369,718060.046,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,18,25,224828.6,718059.8,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,19,25,224828.827,718059.549,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,20,25,224829.048,718059.293,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,21,25,224829.263,718059.032,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,22,25,224829.472,718058.766,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,23,25,224829.675,718058.496,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,24,25,224865.049,718007.734,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,11,213836.28,775364.745,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,11,213844.154,775331.57,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,11,213827.902,775328.547,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,11,213821.366,775327.159,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,11,213817.755,775326.392,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,11,213816.273,775325.995,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,11,213803.97,775364.6,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,11,213813.65,775371.994,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,11,213830.123,775373.824,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,11,213834.219,775374.279,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,10,11,213836.28,775364.745,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,4,228055.017,723468.675,0,IG05/12,Yes,142.001,1217.77,,0,,BYLAYER,,12719-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,4,228079.874,723461.762,0,IG05/12,Yes,142.001,1217.77,,0,,BYLAYER,,12719-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,4,228097.427,723495.385,0,IG05/12,Yes,142.001,1217.77,,0,,BYLAYER,,12719-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,4,228066.877,723511.005,0,IG05/12,Yes,142.001,1217.77,,0,,BYLAYER,,12719-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,5,230743.515,726320.984,0,IG05/12,Yes,121.689,912.44,,-0.07305,,BYLAYER,,12731-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
