Layer,EntityType,GeometryType,VertexIndex,VertexCount,X,Y,Z,CoordinateSystem,IsClosed,Color
kav binyane,ARC,Arc,25,37,223787.246,617440.245,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,26,37,223787.127,617439.951,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,27,37,223787.009,617439.655,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,28,37,223786.893,617439.359,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,29,37,223786.779,617439.062,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,30,37,223786.666,617438.765,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,31,37,223786.556,617438.467,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,32,37,223786.447,617438.168,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,33,37,223786.34,617437.869,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,34,37,223786.235,617437.568,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,35,37,223786.132,617437.268,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,36,37,223786.031,617436.966,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,1,37,223790.925,617447.52,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,2,37,223791.023,617447.707,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,3,37,223791.113,617447.899,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,4,37,223791.194,617448.094,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,5,37,223791.268,617448.292,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,6,37,223791.332,617448.493,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,7,37,223791.389,617448.697,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,8,37,223791.436,617448.903,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,9,37,223791.475,617449.111,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,10,37,223791.505,617449.32,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,11,37,223791.526,617449.53,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,12,37,223791.539,617449.741,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,13,37,223791.542,617449.952,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,14,37,223791.536,617450.164,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,15,37,223791.522,617450.375,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,16,37,223791.499,617450.585,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,17,37,223791.466,617450.794,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,18,37,223791.425,617451.001,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,19,37,223791.375,617451.206,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,20,37,223791.317,617451.41,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,21,37,223791.25,617451.61,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,22,37,223791.175,617451.808,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,23,37,223791.091,617452.002,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,24,37,223790.999,617452.192,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,25,37,223790.899,617452.378,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,26,37,223790.792,617452.56,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,27,37,223790.677,617452.738,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,28,37,223790.554,617452.91,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,29,37,223790.424,617453.077,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,30,37,223790.288,617453.238,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,31,37,223790.144,617453.393,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,32,37,223789.995,617453.543,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,33,37,223789.839,617453.685,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,34,37,223789.677,617453.821,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,35,37,223789.509,617453.95,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,36,37,223789.337,617454.072,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,0,37,223815.769,617435.403,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,1,37,223815.568,617435.542,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,2,37,223815.361,617435.672,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,3,37,223815.148,617435.792,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,4,37,223814.929,617435.9,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,5,37,223814.705,617435.998,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,6,37,223814.477,617436.085,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,7,37,223814.244,617436.161,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,8,37,223814.008,617436.225,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,9,37,223813.769,617436.278,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,10,37,223813.528,617436.319,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,11,37,223813.286,617436.348,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,12,37,223813.042,617436.365,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,13,37,223812.797,617436.371,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,14,37,223812.553,617436.364,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,15,37,223812.309,617436.345,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,16,37,223812.067,617436.315,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,17,37,223811.826,617436.272,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,18,37,223811.588,617436.218,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,19,37,223811.352,617436.153,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,20,37,223811.12,617436.075,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,21,37,223810.892,617435.987,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,22,37,223810.669,617435.888,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,23,37,223810.45,617435.778,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,24,37,223810.238,617435.657,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,25,37,223810.031,617435.526,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,26,37,223809.832,617435.385,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,27,37,223809.639,617435.234,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,28,37,223809.454,617435.075,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,29,37,223809.277,617434.906,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,30,37,223809.108,617434.729,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,31,37,223808.949,617434.544,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,32,37,223808.798,617434.351,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,33,37,223808.657,617434.152,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,34,37,223808.526,617433.945,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,35,37,223808.405,617433.733,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,36,37,223808.295,617433.514,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,0,37,223808.295,617433.514,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,1,37,223808.145,617433.19,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,2,37,223807.998,617432.864,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,3,37,223807.855,617432.537,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,4,37,223807.715,617432.208,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,5,37,223807.58,617431.877,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,6,37,223807.449,617431.544,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,7,37,223807.321,617431.21,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,8,37,223807.198,617430.875,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,9,37,223807.078,617430.538,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,10,37,223806.963,617430.2,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,11,37,223806.851,617429.86,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,12,37,223806.743,617429.52,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,13,37,223806.64,617429.178,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,14,37,223806.54,617428.834,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,15,37,223806.445,617428.49,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,16,37,223806.353,617428.144,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,17,37,223806.266,617427.798,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,18,37,223806.183,617427.45,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,19,37,223806.104,617427.102,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,20,37,223806.028,617426.752,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,21,37,223805.958,617426.402,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,22,37,223805.891,617426.051,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,23,37,223805.828,617425.699,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,24,37,223805.769,617425.346,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,25,37,223805.715,617424.993,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,26,37,223805.665,617424.639,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,27,37,223805.619,617424.285,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,28,37,223805.577,617423.93,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,29,37,223805.539,617423.574,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,30,37,223805.506,617423.218,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,31,37,223805.476,617422.862,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,32,37,223805.451,617422.506,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,33,37,223805.43,617422.149,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,34,37,223805.413,617421.792,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,35,37,223805.401,617421.435,0.0,IG05/12,Yes,BYLAYER
kav binyane,ARC,Arc,36,37,223805.392,617421.077,0.0,IG05/12,Yes,BYLAYER
kav binyane,LINE,Line,0,2,223805.392,617421.077,0.0,IG05/12,Yes,BYLAYER
kav binyane,LINE,Line,1,2,223804.938,617412.341,0.0,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223610.852,617522.927,574.806,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223611.17,617524.037,574.877,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223611.755,617523.248,574.849,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223609.922,617523.941,574.856,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223608.654,617524.613,574.846,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223615.397,617520.724,574.966,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223616.022,617524.433,574.91,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223614.02,617522.997,574.903,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223615.351,617528.188,574.939,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223617.847,617527.384,574.931,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223618.619,617527.893,574.908,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223615.707,617529.244,574.925,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223616.057,617530.717,574.9,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223618.105,617530.08,574.895,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223619.177,617532.142,574.837,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223618.222,617532.756,574.84,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223618.807,617535.509,574.796,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223618.739,617537.599,574.853,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223616.472,617538.26,574.72,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223614.794,617539.908,574.938,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223617.205,617545.635,572.63,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223616.102,617547.055,572.702,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223623.174,617542.207,572.131,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223625.307,617541.409,571.917,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223623.974,617538.957,572.835,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223622.228,617539.319,573.411,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223620.996,617536.465,574.668,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223623.009,617535.337,572.895,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223619.232,617531.469,574.858,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223620.582,617528.713,573.009,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223619.146,617524.894,574.579,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223637.346,617536.041,572.876,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223638.387,617539.36,570.894,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223640.833,617536.753,570.669,IG05/12,Yes,BYLAYER
M1502,INSERT,Block,0,1,223628.573,617540.68,571.681,IG05/12,Yes,BYLAYER
C1609,INSERT,Block,0,1,223629.244,617518.472,0.0,IG05/12,Yes,BYLAYER
C1609,INSERT,Block,0,1,223633.396,617530.505,0.0,IG05/12,Yes,BYLAYER
M4631,INSERT,Block,0,1,223613.512,617524.756,0.0,IG05/12,Yes,BYLAYER
M4631,INSERT,Block,0,1,223623.076,617527.485,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223619.565,617541.491,-575.137,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223613.47,617542.91,-575.137,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223613.703,617539.115,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223631.893,617531.746,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223635.721,617529.699,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223632.561,617533.812,-575.137,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223614.079,617542.651,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223614.792,617543.644,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223614.792,617543.644,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223612.984,617537.47,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223614.986,617543.455,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223614.986,617543.455,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223615.357,617543.617,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223616.078,617543.454,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223616.078,617543.454,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223618.963,617542.476,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223623.066,617549.726,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223623.066,617549.726,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223617.847,617539.939,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223618.628,617542.052,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223618.628,617542.052,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223628.918,617531.666,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223631.425,617534.664,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223631.425,617534.664,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223630.473,617530.873,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223631.691,617534.5,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223631.691,617534.5,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223632.101,617534.66,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223639.041,617533.68,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223639.041,617533.68,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223635.78,617523.896,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223627.772,617526.974,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223612.104,617532.222,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223631.858,617534.757,572.801,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223615.106,617543.719,574.818,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223618.855,617542.226,572.519,IG05/12,Yes,BYLAYER
M4807,INSERT,Block,0,1,223617.684,617539.76,573.218,IG05/12,Yes,BYLAYER
M4807,INSERT,Block,0,1,223616.097,617543.466,573.26,IG05/12,Yes,BYLAYER
M4807,INSERT,Block,0,1,223639.046,617533.683,572.882,IG05/12,Yes,BYLAYER
M4807,INSERT,Block,0,1,223639.493,617531.201,572.899,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223616.168,617543.418,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223618.728,617542.281,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223618.728,617542.281,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223616.268,617536.637,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223617.657,617539.679,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223617.657,617539.679,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223610.9,617523.449,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223616.975,617529.361,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223622.15,617529.604,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223633.614,617515.17,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223636.567,617537.737,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223629.643,617544.06,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223621.492,617546.986,0.0,IG05/12,Yes,BYLAYER
M2404,POLYLINE,Polyline,0,2,223630.578,617555.735,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223630.467,617555.426,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223636.729,617553.552,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223636.612,617553.224,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223644.38,617548.226,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223644.27,617547.938,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223644.041,617548.137,570.744,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223644.307,617548.035,570.744,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223621.271,617559.026,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223621.157,617558.697,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223627.359,617556.919,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223627.244,617556.587,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223617.464,617548.035,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223617.561,617548.32,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223623.398,617546.01,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223623.499,617546.306,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223626.59,617544.851,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223626.702,617545.152,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223631.785,617542.946,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223631.888,617543.226,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,0,2,223641.872,617541.576,0.0,IG05/12,No,BYLAYER
M2404,POLYLINE,Polyline,1,2,223641.985,617541.868,0.0,IG05/12,No,BYLAYER
C1680,INSERT,Block,0,1,223621.574,617602.739,0.0,IG05/12,Yes,BYLAYER
0,LINE,Line,0,2,223708.562,617501.014,0.0,IG05/12,Yes,BYLAYER
0,LINE,Line,1,2,223708.562,617493.014,0.0,IG05/12,Yes,BYLAYER
0,LINE,Line,0,2,223708.562,617493.014,0.0,IG05/12,Yes,BYLAYER
0,LINE,Line,1,2,223666.062,617493.014,0.0,IG05/12,Yes,BYLAYER
0,LINE,Line,0,2,223666.062,617493.014,0.0,IG05/12,Yes,BYLAYER
0,LINE,Line,1,2,223666.062,617501.014,0.0,IG05/12,Yes,BYLAYER
0,LINE,Line,0,2,223708.562,617503.076,0.0,IG05/12,Yes,BYLAYER
0,LINE,Line,1,2,223666.062,617503.076,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223681.881,617503.676,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223703.646,617568.79,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223678.97,617568.79,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223699.959,617570.393,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223699.959,617568.79,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223678.312,617570.393,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223678.312,617568.79,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223705.281,617567.186,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223699.558,617567.186,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223693.643,617567.186,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223678.356,617567.217,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223686.026,617567.226,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223666.138,617567.186,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223674.392,617567.186,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polyline,0,5,223708.565,617571.462,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,1,5,223665.805,617571.462,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,2,5,223665.805,617573.6,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,3,5,223708.562,617573.6,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,4,5,223708.562,617480.491,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polygon,0,4,223708.562,617569.859,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polygon,1,4,223708.562,617571.462,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polygon,2,4,223665.805,617571.462,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polygon,3,4,223665.805,617569.859,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polygon,0,4,223708.562,617568.255,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polygon,1,4,223708.562,617569.859,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polygon,2,4,223665.805,617569.859,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polygon,3,4,223665.805,617568.255,0.0,IG05/12,Yes,BYLAYER
0,LWPOLYLINE,Polyline,0,2,223703.22,617566.652,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,1,2,223703.22,617568.255,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,0,2,223697.875,617566.652,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,1,2,223697.875,617568.255,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,0,2,223692.53,617566.652,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,1,2,223692.53,617568.255,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,0,2,223685.581,617566.652,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,1,2,223685.581,617568.255,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,0,2,223665.805,617566.652,0.0,IG05/12,No,14
0,LWPOLYLINE,Polyline,1,2,223665.805,617568.255,0.0,IG05/12,No,14
0,LWPOLYLINE,Polyline,0,2,223685.047,617566.652,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,1,2,223685.047,617568.255,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,0,2,223708.562,617568.255,0.0,IG05/12,No,BYLAYER
0,LWPOLYLINE,Polyline,1,2,223708.562,617566.652,0.0,IG05/12,No,BYLAYER
0,TEXT,Text,0,1,223705.847,617570.393,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223681.5,617570.393,0.0,IG05/12,Yes,BYLAYER
