Layer,EntityType,GeometryType,VertexIndex,VertexCount,X,Y,Z,CoordinateSystem,IsClosed,Color
M4010,ELLIPSE,Ellipse,38,73,223658.358,617562.865,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,39,73,223658.36,617562.854,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,40,73,223658.364,617562.844,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,41,73,223658.368,617562.835,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,42,73,223658.372,617562.825,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,43,73,223658.378,617562.817,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,44,73,223658.384,617562.808,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,45,73,223658.392,617562.801,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,46,73,223658.399,617562.794,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,47,73,223658.408,617562.787,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,48,73,223658.416,617562.782,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,49,73,223658.426,617562.777,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,50,73,223658.435,617562.773,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,51,73,223658.445,617562.77,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,52,73,223658.456,617562.767,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,53,73,223658.466,617562.766,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,54,73,223658.476,617562.765,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,55,73,223658.487,617562.766,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,56,73,223658.497,617562.767,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,57,73,223658.507,617562.77,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,58,73,223658.517,617562.773,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,59,73,223658.527,617562.777,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,60,73,223658.536,617562.782,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,61,73,223658.545,617562.787,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,62,73,223658.554,617562.794,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,63,73,223658.561,617562.801,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,64,73,223658.568,617562.808,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,65,73,223658.575,617562.817,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,66,73,223658.58,617562.825,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,67,73,223658.585,617562.835,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,68,73,223658.589,617562.844,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,69,73,223658.592,617562.854,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,70,73,223658.595,617562.865,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,71,73,223658.596,617562.875,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,72,73,223658.596,617562.885,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,0,73,223658.556,617562.885,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,1,73,223658.556,617562.892,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,2,73,223658.555,617562.899,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,3,73,223658.554,617562.906,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,4,73,223658.552,617562.913,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,5,73,223658.549,617562.919,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,6,73,223658.546,617562.925,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,7,73,223658.542,617562.931,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,8,73,223658.538,617562.937,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,9,73,223658.533,617562.942,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,10,73,223658.528,617562.947,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,11,73,223658.522,617562.951,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,12,73,223658.516,617562.955,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,13,73,223658.51,617562.958,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,14,73,223658.504,617562.961,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,15,73,223658.497,617562.963,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,16,73,223658.49,617562.964,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,17,73,223658.483,617562.965,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,18,73,223658.476,617562.965,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,19,73,223658.469,617562.965,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,20,73,223658.462,617562.964,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,21,73,223658.456,617562.963,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,22,73,223658.449,617562.961,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,23,73,223658.443,617562.958,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,24,73,223658.436,617562.955,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,25,73,223658.43,617562.951,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,26,73,223658.425,617562.947,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,27,73,223658.42,617562.942,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,28,73,223658.415,617562.937,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,29,73,223658.411,617562.931,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,30,73,223658.407,617562.925,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,31,73,223658.404,617562.919,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,32,73,223658.401,617562.913,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,33,73,223658.399,617562.906,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,34,73,223658.398,617562.899,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,35,73,223658.397,617562.892,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,36,73,223658.396,617562.885,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,37,73,223658.397,617562.879,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,38,73,223658.398,617562.872,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,39,73,223658.399,617562.865,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,40,73,223658.401,617562.858,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,41,73,223658.404,617562.852,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,42,73,223658.407,617562.845,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,43,73,223658.411,617562.84,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,44,73,223658.415,617562.834,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,45,73,223658.42,617562.829,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,46,73,223658.425,617562.824,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,47,73,223658.43,617562.82,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,48,73,223658.436,617562.816,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,49,73,223658.443,617562.813,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,50,73,223658.449,617562.81,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,51,73,223658.456,617562.808,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,52,73,223658.462,617562.807,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,53,73,223658.469,617562.806,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,54,73,223658.476,617562.805,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,55,73,223658.483,617562.806,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,56,73,223658.49,617562.807,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,57,73,223658.497,617562.808,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,58,73,223658.504,617562.81,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,59,73,223658.51,617562.813,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,60,73,223658.516,617562.816,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,61,73,223658.522,617562.82,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,62,73,223658.528,617562.824,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,63,73,223658.533,617562.829,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,64,73,223658.538,617562.834,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,65,73,223658.542,617562.84,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,66,73,223658.546,617562.845,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,67,73,223658.549,617562.852,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,68,73,223658.552,617562.858,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,69,73,223658.554,617562.865,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,70,73,223658.555,617562.872,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,71,73,223658.556,617562.879,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,72,73,223658.556,617562.885,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,0,73,223658.516,617562.885,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,1,73,223658.516,617562.889,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,2,73,223658.516,617562.892,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,3,73,223658.515,617562.896,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,4,73,223658.514,617562.899,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,5,73,223658.513,617562.902,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,6,73,223658.511,617562.905,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,7,73,223658.509,617562.908,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,8,73,223658.507,617562.911,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,9,73,223658.505,617562.914,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,10,73,223658.502,617562.916,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,11,73,223658.499,617562.918,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,12,73,223658.496,617562.92,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,13,73,223658.493,617562.922,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,14,73,223658.49,617562.923,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,15,73,223658.487,617562.924,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,16,73,223658.483,617562.925,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,17,73,223658.48,617562.925,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,18,73,223658.476,617562.925,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,19,73,223658.473,617562.925,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,20,73,223658.469,617562.925,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,21,73,223658.466,617562.924,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,22,73,223658.463,617562.923,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,23,73,223658.459,617562.922,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,24,73,223658.456,617562.92,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,25,73,223658.453,617562.918,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,26,73,223658.451,617562.916,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,27,73,223658.448,617562.914,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,28,73,223658.446,617562.911,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,29,73,223658.444,617562.908,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,30,73,223658.442,617562.905,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,31,73,223658.44,617562.902,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,32,73,223658.439,617562.899,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,33,73,223658.438,617562.896,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,34,73,223658.437,617562.892,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,35,73,223658.437,617562.889,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,36,73,223658.436,617562.885,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,37,73,223658.437,617562.882,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,38,73,223658.437,617562.879,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,39,73,223658.438,617562.875,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,40,73,223658.439,617562.872,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,41,73,223658.44,617562.869,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,42,73,223658.442,617562.865,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,43,73,223658.444,617562.863,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,44,73,223658.446,617562.86,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,45,73,223658.448,617562.857,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,46,73,223658.451,617562.855,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,47,73,223658.453,617562.853,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,48,73,223658.456,617562.851,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,49,73,223658.459,617562.849,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,50,73,223658.463,617562.848,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,51,73,223658.466,617562.847,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,52,73,223658.469,617562.846,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,53,73,223658.473,617562.846,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,54,73,223658.476,617562.845,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,55,73,223658.48,617562.846,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,56,73,223658.483,617562.846,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,57,73,223658.487,617562.847,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,58,73,223658.49,617562.848,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,59,73,223658.493,617562.849,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,60,73,223658.496,617562.851,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,61,73,223658.499,617562.853,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,62,73,223658.502,617562.855,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,63,73,223658.505,617562.857,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,64,73,223658.507,617562.86,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,65,73,223658.509,617562.863,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,66,73,223658.511,617562.865,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,67,73,223658.513,617562.869,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,68,73,223658.514,617562.872,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,69,73,223658.515,617562.875,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,70,73,223658.516,617562.879,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,71,73,223658.516,617562.882,0.0,IG05/12,Yes,BYLAYER
M4010,ELLIPSE,Ellipse,72,73,223658.516,617562.885,0.0,IG05/12,Yes,BYLAYER
M4819,LINE,Line,0,2,223658.726,617554.723,0.0,IG05/12,Yes,BYLAYER
M4819,LINE,Line,1,2,223658.226,617554.973,0.0,IG05/12,Yes,BYLAYER
M4819,LINE,Line,0,2,223658.226,617554.973,0.0,IG05/12,Yes,BYLAYER
M4819,LINE,Line,1,2,223658.726,617554.723,0.0,IG05/12,Yes,BYLAYER
M4819,LINE,Line,1,2,223658.226,617554.473,0.0,IG05/12,Yes,BYLAYER
M4819,LINE,Line,1,2,223658.351,617554.723,0.0,IG05/12,Yes,BYLAYER
M4819,LINE,Line,0,2,223658.351,617554.723,0.0,IG05/12,Yes,BYLAYER
M4819,LINE,Line,1,2,223657.976,617554.723,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223658.678,617541.052,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223662.215,617539.052,0.0,IG05/12,Yes,BYLAYER
0,TEXT,Text,0,1,223662.504,617537.052,0.0,IG05/12,Yes,BYLAYER
M2205,LWPOLYLINE,Polyline,0,2,223661.476,617542.385,0.0,IG05/12,No,BYLAYER
M2205,LWPOLYLINE,Polyline,1,2,223658.476,617542.385,0.0,IG05/12,No,BYLAYER
M2401,LWPOLYLINE,Polyline,0,2,223661.476,617540.385,0.0,IG05/12,No,BYLAYER
M2401,LWPOLYLINE,Polyline,1,2,223658.476,617540.385,0.0,IG05/12,No,BYLAYER
M2404,LWPOLYLINE,Polyline,0,2,223661.476,617538.385,0.0,IG05/12,No,BYLAYER
M2404,LWPOLYLINE,Polyline,1,2,223658.476,617538.385,0.0,IG05/12,No,BYLAYER
M1010,LWPOLYLINE,Polyline,0,2,223661.476,617536.385,0.0,IG05/12,No,BYLAYER
M1010,LWPOLYLINE,Polyline,1,2,223658.476,617536.385,0.0,IG05/12,No,BYLAYER
M2404,TEXT,Text,0,1,223659.388,617538.558,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,0,73,223660.001,617538.385,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,1,73,223660.001,617538.388,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,2,73,223660.001,617538.39,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,3,73,223660.001,617538.392,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,4,73,223660.0,617538.394,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,5,73,223659.999,617538.396,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,6,73,223659.998,617538.398,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,7,73,223659.997,617538.4,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,8,73,223659.996,617538.402,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,9,73,223659.994,617538.403,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,10,73,223659.992,617538.405,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,11,73,223659.991,617538.406,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,12,73,223659.989,617538.407,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,13,73,223659.987,617538.408,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,14,73,223659.985,617538.409,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,15,73,223659.983,617538.41,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,16,73,223659.981,617538.41,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,17,73,223659.979,617538.41,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,18,73,223659.976,617538.41,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,19,73,223659.974,617538.41,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,20,73,223659.972,617538.41,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,21,73,223659.97,617538.41,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,22,73,223659.968,617538.409,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,23,73,223659.966,617538.408,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,24,73,223659.964,617538.407,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,25,73,223659.962,617538.406,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,26,73,223659.96,617538.405,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,27,73,223659.959,617538.403,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,28,73,223659.957,617538.402,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,29,73,223659.956,617538.4,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,30,73,223659.955,617538.398,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,31,73,223659.954,617538.396,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,32,73,223659.953,617538.394,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,33,73,223659.952,617538.392,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,34,73,223659.952,617538.39,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,35,73,223659.951,617538.388,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,36,73,223659.951,617538.385,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,37,73,223659.951,617538.383,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,38,73,223659.952,617538.381,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,39,73,223659.952,617538.379,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,40,73,223659.953,617538.377,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,41,73,223659.954,617538.375,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,42,73,223659.955,617538.373,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,43,73,223659.956,617538.371,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,44,73,223659.957,617538.369,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,45,73,223659.959,617538.368,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,46,73,223659.96,617538.366,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,47,73,223659.962,617538.365,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,48,73,223659.964,617538.364,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,49,73,223659.966,617538.363,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,50,73,223659.968,617538.362,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,51,73,223659.97,617538.361,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,52,73,223659.972,617538.361,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,53,73,223659.974,617538.361,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,54,73,223659.976,617538.36,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,55,73,223659.979,617538.361,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,56,73,223659.981,617538.361,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,57,73,223659.983,617538.361,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,58,73,223659.985,617538.362,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,59,73,223659.987,617538.363,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,60,73,223659.989,617538.364,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,61,73,223659.991,617538.365,0.0,IG05/12,Yes,BYLAYER
M2404,ELLIPSE,Ellipse,62,73,223659.992,617538.366,0.0,IG05/12,Yes,BYLAYER
